 0.000000e+00 -1.043975e-03 
 2.000000e-04  9.457928e-04 
 2.779275e-04  1.725043e-03 
 4.337824e-04  3.283544e-03 
 7.454924e-04  6.400543e-03 
 1.368912e-03  1.263454e-02 
 2.615752e-03  2.510254e-02 
 4.615752e-03  4.510191e-02 
 6.615752e-03  6.510127e-02 
 8.615752e-03  8.510064e-02 
 1.061575e-02  1.051000e-01 
 1.261575e-02  1.250994e-01 
 1.461575e-02  1.450987e-01 
 1.661575e-02  1.650981e-01 
 1.861575e-02  1.850975e-01 
 2.061575e-02  2.050968e-01 
 2.261575e-02  2.250962e-01 
 2.461575e-02  2.450956e-01 
 2.661575e-02  2.650949e-01 
 2.861575e-02  2.850943e-01 
 3.061575e-02  3.050937e-01 
 3.261575e-02  3.250930e-01 
 3.461575e-02  3.450924e-01 
 3.661575e-02  3.650918e-01 
 3.861575e-02  3.850911e-01 
 4.061575e-02  4.050905e-01 
 4.261575e-02  4.250898e-01 
 4.461575e-02  4.450892e-01 
 4.661575e-02  4.650886e-01 
 4.861575e-02  4.850879e-01 
 5.061575e-02  5.050873e-01 
 5.261575e-02  5.250867e-01 
 5.461575e-02  5.450860e-01 
 5.661575e-02  5.650854e-01 
 5.861575e-02  5.850848e-01 
 6.061575e-02  6.050841e-01 
 6.261575e-02  6.250835e-01 
 6.461575e-02  6.450829e-01 
 6.661575e-02  6.650822e-01 
 6.861575e-02  6.850816e-01 
 7.061575e-02  7.050810e-01 
 7.261575e-02  7.250803e-01 
 7.461575e-02  7.450797e-01 
 7.661575e-02  7.650791e-01 
 7.861575e-02  7.850784e-01 
 8.061575e-02  8.050778e-01 
 8.261575e-02  8.250771e-01 
 8.461575e-02  8.450765e-01 
 8.661575e-02  8.650759e-01 
 8.861575e-02  8.850752e-01 
 9.061575e-02  9.050746e-01 
 9.261575e-02  9.250740e-01 
 9.461575e-02  9.450733e-01 
 9.661575e-02  9.650727e-01 
 9.861575e-02  9.850721e-01 
 1.006158e-01  1.005071e+00 
 1.026158e-01  1.025071e+00 
 1.046158e-01  1.045070e+00 
 1.066158e-01  1.065070e+00 
 1.086158e-01  1.085069e+00 
 1.106158e-01  1.105068e+00 
 1.126158e-01  1.125068e+00 
 1.146158e-01  1.145067e+00 
 1.166158e-01  1.165066e+00 
 1.186158e-01  1.185066e+00 
 1.206158e-01  1.205065e+00 
 1.226158e-01  1.225064e+00 
 1.246158e-01  1.245064e+00 
 1.266158e-01  1.265063e+00 
 1.286158e-01  1.285063e+00 
 1.306158e-01  1.305062e+00 
 1.326158e-01  1.325061e+00 
 1.346158e-01  1.345061e+00 
 1.366158e-01  1.365060e+00 
 1.386158e-01  1.385059e+00 
 1.406158e-01  1.405059e+00 
 1.426158e-01  1.425058e+00 
 1.446158e-01  1.445057e+00 
 1.466158e-01  1.465057e+00 
 1.486158e-01  1.485056e+00 
 1.506158e-01  1.505056e+00 
 1.526158e-01  1.525055e+00 
 1.546158e-01  1.545054e+00 
 1.566158e-01  1.565054e+00 
 1.586158e-01  1.585053e+00 
 1.606158e-01  1.605052e+00 
 1.626158e-01  1.625052e+00 
 1.646158e-01  1.645051e+00 
 1.666158e-01  1.665050e+00 
 1.686158e-01  1.685050e+00 
 1.706158e-01  1.705049e+00 
 1.726158e-01  1.725049e+00 
 1.746158e-01  1.745048e+00 
 1.766158e-01  1.765047e+00 
 1.786158e-01  1.785047e+00 
 1.806158e-01  1.805046e+00 
 1.826158e-01  1.825045e+00 
 1.846158e-01  1.845045e+00 
 1.866158e-01  1.865044e+00 
 1.886158e-01  1.885043e+00 
 1.906158e-01  1.905043e+00 
 1.926158e-01  1.925042e+00 
 1.946158e-01  1.945042e+00 
 1.966158e-01  1.965041e+00 
 1.986158e-01  1.985040e+00 
 2.006158e-01  2.005040e+00 
 2.026158e-01  2.025039e+00 
 2.046158e-01  2.045038e+00 
 2.066158e-01  2.065038e+00 
 2.086158e-01  2.085037e+00 
 2.106158e-01  2.105037e+00 
 2.126158e-01  2.125036e+00 
 2.146158e-01  2.145035e+00 
 2.166158e-01  2.165035e+00 
 2.186158e-01  2.185034e+00 
 2.206158e-01  2.205033e+00 
 2.226158e-01  2.225033e+00 
 2.246158e-01  2.245032e+00 
 2.266158e-01  2.265031e+00 
 2.286158e-01  2.285031e+00 
 2.306158e-01  2.305030e+00 
 2.326158e-01  2.325030e+00 
 2.346158e-01  2.345029e+00 
 2.366158e-01  2.365028e+00 
 2.386158e-01  2.385028e+00 
 2.406158e-01  2.405027e+00 
 2.426158e-01  2.425026e+00 
 2.446158e-01  2.445026e+00 
 2.466158e-01  2.465025e+00 
 2.486158e-01  2.485024e+00 
 2.506158e-01  2.505024e+00 
 2.526158e-01  2.525023e+00 
 2.546158e-01  2.545023e+00 
 2.566158e-01  2.565022e+00 
 2.586158e-01  2.585021e+00 
 2.606158e-01  2.605021e+00 
 2.626158e-01  2.625020e+00 
 2.646158e-01  2.645019e+00 
 2.666158e-01  2.665019e+00 
 2.686158e-01  2.685018e+00 
 2.706158e-01  2.705017e+00 
 2.726158e-01  2.725017e+00 
 2.746158e-01  2.745016e+00 
 2.766158e-01  2.765016e+00 
 2.786158e-01  2.785015e+00 
 2.806158e-01  2.805014e+00 
 2.826158e-01  2.825014e+00 
 2.846158e-01  2.845013e+00 
 2.866158e-01  2.865012e+00 
 2.886158e-01  2.885012e+00 
 2.906158e-01  2.905011e+00 
 2.926158e-01  2.925010e+00 
 2.946158e-01  2.945010e+00 
 2.966158e-01  2.965009e+00 
 2.986158e-01  2.985009e+00 
 3.006158e-01  3.005008e+00 
 3.026158e-01  3.025007e+00 
 3.046158e-01  3.045007e+00 
 3.066158e-01  3.065006e+00 
 3.086158e-01  3.085005e+00 
 3.106158e-01  3.105005e+00 
 3.126158e-01  3.125004e+00 
 3.146158e-01  3.145003e+00 
 3.166158e-01  3.165003e+00 
 3.186158e-01  3.185002e+00 
 3.206158e-01  3.205002e+00 
 3.226158e-01  3.225001e+00 
 3.246158e-01  3.245000e+00 
 3.266158e-01  3.265000e+00 
 3.286158e-01  3.284999e+00 
 3.306158e-01  3.304998e+00 
 3.326158e-01  3.324998e+00 
 3.346158e-01  3.344997e+00 
 3.366158e-01  3.364997e+00 
 3.386158e-01  3.384996e+00 
 3.406158e-01  3.404995e+00 
 3.426158e-01  3.424995e+00 
 3.446158e-01  3.444994e+00 
 3.466158e-01  3.464993e+00 
 3.486158e-01  3.484993e+00 
 3.506158e-01  3.504992e+00 
