 0.000000e+00  0.000000e+00 
 1.000000e-07  1.240430e-03 
 1.002111e-07  1.239789e-03 
 1.006334e-07  1.239045e-03 
 1.014779e-07  1.237469e-03 
 1.031668e-07  1.234139e-03 
 1.065448e-07  1.226540e-03 
 1.133007e-07  1.207750e-03 
 1.268126e-07  1.156786e-03 
 1.477046e-07  1.050476e-03 
 1.665863e-07  9.349248e-04 
 1.856262e-07  8.097447e-04 
 2.045779e-07  6.843370e-04 
 2.249893e-07  5.557600e-04 
 2.485992e-07  4.228932e-04 
 2.762576e-07  2.964173e-04 
 3.106366e-07  1.891076e-04 
 3.425648e-07  1.390623e-04 
 3.702472e-07  1.305143e-04 
 4.038701e-07  1.546911e-04 
 4.373547e-07  2.052553e-04 
 4.676102e-07  2.633313e-04 
 5.045582e-07  3.360940e-04 
 5.488900e-07  4.076404e-04 
 6.043014e-07  4.460508e-04 
 6.571364e-07  4.107017e-04 
 7.032743e-07  3.139246e-04 
 7.456805e-07  1.697836e-04 
 7.904585e-07 -3.678589e-05 
 8.437199e-07 -3.467849e-04 
 9.079689e-07 -7.955081e-04 
 9.973918e-07 -1.505942e-03 
 1.100837e-06 -2.361559e-03 
 1.204939e-06 -3.145437e-03 
 1.324442e-06 -3.792686e-03 
 1.441968e-06 -4.009199e-03 
 1.566974e-06 -3.602001e-03 
 1.695502e-06 -2.310281e-03 
 1.862331e-06  1.000734e-03 
 2.096800e-06  9.425452e-03 
 2.416010e-06  2.920064e-02 
 2.866945e-06  7.532246e-02 
 3.454460e-06  1.684821e-01 
 3.908748e-06  2.649931e-01 
 4.332485e-06  3.713449e-01 
 4.857159e-06  5.186137e-01 
 5.277617e-06  6.444587e-01 
 5.683948e-06  7.693157e-01 
 6.111297e-06  9.022383e-01 
 6.611916e-06  1.058876e+00 
 7.073680e-06  1.203771e+00 
 7.447962e-06  1.321352e+00 
 7.791668e-06  1.429384e+00 
 8.087144e-06  1.522282e+00 
 8.418765e-06  1.626562e+00 
 8.761987e-06  1.734503e+00 
 9.129720e-06  1.850164e+00 
 9.526145e-06  1.974864e+00 
 9.984011e-06  2.118906e+00 
 1.054022e-05  2.293915e+00 
 1.118254e-05  2.496064e+00 
 1.196263e-05  2.741642e+00 
 1.289577e-05  3.035508e+00 
 1.410662e-05  3.417009e+00 
 1.582131e-05  3.957566e+00 
 1.904819e-05  4.975653e+00 
 2.423201e-05  6.612584e+00 
 2.597778e-05  7.164100e+00 
 2.734753e-05  7.596883e+00 
 2.813092e-05  7.844417e+00 
 2.883023e-05  8.065402e+00 
 2.950614e-05  8.279014e+00 
 3.018395e-05  8.493269e+00 
 3.090992e-05  8.722815e+00 
 3.163291e-05  8.951503e+00 
 3.249482e-05  9.224003e+00 
 3.318985e-05  9.442580e+00 
 3.399207e-05  9.684456e+00 
 3.439006e-05  9.792983e+00 
 3.469316e-05  9.864569e+00 
 3.500721e-05  9.926883e+00 
 3.530950e-05  9.976613e+00 
 3.563048e-05  1.001961e+01 
 3.596351e-05  1.005410e+01 
 3.646372e-05  1.008802e+01 
 3.697331e-05  1.010310e+01 
 3.734254e-05  1.010344e+01 
 3.774464e-05  1.009527e+01 
 3.805717e-05  1.008391e+01 
 3.840938e-05  1.006746e+01 
 3.874691e-05  1.004945e+01 
 3.928740e-05  1.001937e+01 
 3.992467e-05  9.986339e+00 
 4.050826e-05  9.961842e+00 
 4.096873e-05  9.947747e+00 
 4.138742e-05  9.939308e+00 
 4.180646e-05  9.934987e+00 
 4.227515e-05  9.934671e+00 
 4.272590e-05  9.938255e+00 
 4.320064e-05  9.945230e+00 
 4.365491e-05  9.954013e+00 
 4.413665e-05  9.964475e+00 
 4.460749e-05  9.974873e+00 
 4.520668e-05  9.987032e+00 
 4.576976e-05  9.996432e+00 
 4.626483e-05  1.000257e+01 
 4.671422e-05  1.000627e+01 
 4.717689e-05  1.000824e+01 
 4.763629e-05  1.000853e+01 
 4.812064e-05  1.000732e+01 
 4.869814e-05  1.000437e+01 
 4.925412e-05  1.000057e+01 
 4.981647e-05  9.996383e+00 
 5.040563e-05  9.992196e+00 
 5.096225e-05  9.988824e+00 
 5.145020e-05  9.986540e+00 
 5.188701e-05  9.985103e+00 
 5.233200e-05  9.984237e+00 
 5.280667e-05  9.983935e+00 
 5.328396e-05  9.984193e+00 
 5.381510e-05  9.984995e+00 
 5.446438e-05  9.986449e+00 
 5.516244e-05  9.988250e+00 
 5.578816e-05  9.989799e+00 
 5.634600e-05  9.990963e+00 
 5.684634e-05  9.991759e+00 
 5.727000e-05  9.992226e+00 
 5.775124e-05  9.992525e+00 
 5.818700e-05  9.992599e+00 
 5.874308e-05  9.992464e+00 
 5.945309e-05  9.992022e+00 
 6.001860e-05  9.991539e+00 
 6.049438e-05  9.991103e+00 
 6.093188e-05  9.990716e+00 
 6.131281e-05  9.990409e+00 
 6.170233e-05  9.990137e+00 
 6.209605e-05  9.989914e+00 
 6.259787e-05  9.989713e+00 
 6.305235e-05  9.989611e+00 
 6.356569e-05  9.989581e+00 
 6.432505e-05  9.989669e+00 
 6.509100e-05  9.989865e+00 
 6.573654e-05  9.990068e+00 
 6.628648e-05  9.990239e+00 
 6.689996e-05  9.990404e+00 
 6.747266e-05  9.990521e+00 
 6.795740e-05  9.990588e+00 
 6.844069e-05  9.990625e+00 
 6.892228e-05  9.990633e+00 
 6.952032e-05  9.990612e+00 
 7.029199e-05  9.990548e+00 
 7.085516e-05  9.990488e+00 
 7.136279e-05  9.990431e+00 
 7.185636e-05  9.990380e+00 
 7.230035e-05  9.990340e+00 
 7.271636e-05  9.990310e+00 
 7.313569e-05  9.990287e+00 
 7.360235e-05  9.990271e+00 
 7.428842e-05  9.990265e+00 
