 7.516804e-05  9.990279e+00 
 7.603807e-05  9.990309e+00 
 7.671303e-05  9.990335e+00 
 7.739127e-05  9.990359e+00 
 7.812328e-05  9.990379e+00 
 7.894610e-05  9.990392e+00 
 7.971266e-05  9.990394e+00 
 8.056226e-05  9.990389e+00 
 8.168445e-05  9.990375e+00 
 8.254941e-05  9.990363e+00 
 8.349341e-05  9.990354e+00 
 8.435766e-05  9.990349e+00 
 8.545921e-05  9.990348e+00 
 8.676551e-05  9.990353e+00 
 8.795005e-05  9.990359e+00 
 8.910036e-05  9.990363e+00 
 9.063717e-05  9.990365e+00 
 9.203869e-05  9.990363e+00 
 9.440776e-05  9.990359e+00 
 9.639884e-05  9.990358e+00 
 9.856163e-05  9.990359e+00 
 1.000000e-04  9.990360e+00 
 1.002584e-04  9.990360e+00 
 1.007751e-04  9.990361e+00 
 1.018086e-04  9.990361e+00 
 1.038756e-04  9.990361e+00 
 1.080096e-04  9.990360e+00 
 1.119861e-04  9.990360e+00 
 1.171733e-04  9.990360e+00 
 1.248654e-04  9.990360e+00 
 1.328011e-04  9.990360e+00 
 1.451259e-04  9.990360e+00 
 1.651259e-04  9.990360e+00 
 1.851259e-04  9.990360e+00 
 2.051259e-04  9.990360e+00 
 2.251259e-04  9.990360e+00 
 2.451259e-04  9.990360e+00 
 2.651259e-04  9.990360e+00 
 2.851259e-04  9.990360e+00 
 3.051259e-04  9.990360e+00 
 3.251259e-04  9.990360e+00 
 3.451259e-04  9.990360e+00 
 3.651259e-04  9.990360e+00 
 3.851259e-04  9.990360e+00 
 4.051259e-04  9.990360e+00 
 4.251259e-04  9.990360e+00 
 4.451259e-04  9.990360e+00 
 4.651259e-04  9.990360e+00 
 4.851259e-04  9.990360e+00 
 5.051259e-04  9.990360e+00 
 5.251259e-04  9.990360e+00 
 5.451259e-04  9.990360e+00 
 5.651259e-04  9.990360e+00 
 5.851259e-04  9.990360e+00 
 6.051259e-04  9.990360e+00 
 6.251259e-04  9.990360e+00 
 6.451259e-04  9.990360e+00 
 6.651259e-04  9.990360e+00 
 6.851259e-04  9.990360e+00 
 7.051259e-04  9.990360e+00 
 7.251259e-04  9.990360e+00 
 7.451259e-04  9.990360e+00 
 7.651259e-04  9.990360e+00 
 7.851259e-04  9.990360e+00 
 8.051259e-04  9.990360e+00 
 8.251259e-04  9.990360e+00 
 8.451259e-04  9.990360e+00 
 8.651259e-04  9.990360e+00 
 8.851259e-04  9.990360e+00 
 9.051259e-04  9.990360e+00 
 9.251259e-04  9.990360e+00 
 9.451259e-04  9.990360e+00 
 9.651259e-04  9.990360e+00 
 9.851259e-04  9.990360e+00 
 1.000000e-03  9.990360e+00 
